FILL_POLL_START status=/proc/asound/card2/pcm0p/sub0/status duration=60s hz=10
1787363065.512750 RUNNING 3910656 3908305
1787363065.616380 RUNNING 3915776 3913297
1787363065.720834 RUNNING 3920896 3918290
1787363065.826679 RUNNING 3926016 3923379
1787363065.930328 RUNNING 3931136 3928323
1787363066.033736 RUNNING 3936256 3933316
1787363066.137298 RUNNING 3940352 3938261
1787363066.240775 RUNNING 3945472 3943253
1787363066.344205 RUNNING 3950592 3948198
1787363066.448922 RUNNING 3955712 3953239
1787363066.552861 RUNNING 3960832 3958231
1787363066.657008 RUNNING 3965952 3963224
1787363066.764149 RUNNING 3971072 3968361
1787363066.879813 RUNNING 3976192 3973929
1787363066.983642 RUNNING  3978874
1787363067.086853 RUNNING 3986432 3983867
1787363067.190354 RUNNING 3991552 3988811
1787363067.293568 RUNNING 3996672 3993756
1787363067.397020 RUNNING 4001792 3998749
1787363067.500628 RUNNING 4005888 4003693
1787363067.603717 RUNNING 4011008 4008638
1787363067.706834 RUNNING 4016128 4013631
1787363067.810094 RUNNING 4021248 4018575
1787363067.913459 RUNNING 4026368 4023520
1787363068.016970 RUNNING 4031488 4028513
1787363068.120314 RUNNING 4035584 4033457
1787363068.223509 RUNNING 4040704 4038402
1787363068.326646 RUNNING 4045824 4043347
1787363068.429800 RUNNING 4050944 4048291
1787363068.533372 RUNNING 4056064 4053284
1787363068.636840 RUNNING 4061184 4058229
1787363068.744841 RUNNING 4066304 4063462
1787363068.849137 RUNNING 4071424 4068454
1787363068.954777 RUNNING 4076544 4073495
1787363069.058231 RUNNING 4080640 4078488
1787363069.161733 RUNNING 4085760 4083432
1787363069.264935 RUNNING 4090880 4088377
1787363069.368053 RUNNING  4093322
1787363069.471805 RUNNING 4101120 4098314
1787363069.578020 RUNNING 4106240 4103403
1787363069.681591 RUNNING 4111360 4108396
1787363069.785252 RUNNING 4115456 4113388
1787363069.890665 RUNNING 4120576 4118429
1787363069.993776 RUNNING 4125696 4123374
1787363070.100138 RUNNING 4130816 4128462
1787363070.203760 RUNNING 4135936 4133503
1787363070.308074 RUNNING 4141056 4138448
1787363070.411840 RUNNING 4146176 4143440
1787363070.515299 RUNNING 4151296 4148433
1787363070.619030 RUNNING 4156416 4153378
1787363070.722539 RUNNING 4160512 4158370
1787363070.825782 RUNNING 4165632 4163315
1787363070.929067 RUNNING 4170752 4168260
1787363071.032470 RUNNING 4175872 4173252
1787363071.136019 RUNNING 4180992 4178197
1787363071.239475 RUNNING 4186112 4183190
1787363071.343138 RUNNING 4190208 4188134
1787363071.446651 RUNNING 4195328 4193127
1787363071.550162 RUNNING 4200448 4198072
1787363071.654821 RUNNING 4205568 4203112
1787363071.759253 RUNNING 4210688 4208105
1787363071.865160 RUNNING 4215808 4213194
1787363071.982735 RUNNING 4220928 4218859
1787363072.086161 RUNNING 4226048 4223803
1787363072.189352 RUNNING 4231168 4228748
1787363072.292433 RUNNING 4236288 4233693
1787363072.395461 RUNNING 4241408 4238637
1787363072.498632 RUNNING 4246528 4243630
1787363072.602518 RUNNING 4250624 4248575
1787363072.708063 RUNNING 4255744 4253663
1787363072.812044 RUNNING 4260864 4258656
1787363072.916805 RUNNING 4265984 4263697
1787363073.020725 RUNNING 4271104 
1787363073.125054 RUNNING 4276224 4273682
1787363073.228191 RUNNING 4281344 4278627
1787363073.331336 RUNNING 4286464 4283571
1787363073.434557 RUNNING 4291584 4288516
1787363073.538262 RUNNING 4295680 4293509
1787363073.641417 RUNNING 4300800 4298453
